complaint_id,customer_id,channel,business_line,complaint_datetime,complaint_text,true_theme
CMP_02358,CUST_4372,Chat,Cards,2025-12-11T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02359,CUST_1176,Social Media,Retail Banking,2025-09-24T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02360,CUST_8718,Email,Digital Banking,2025-06-02T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02361,CUST_3517,Email,Home Loans,2025-05-20T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02362,CUST_5185,Email,Digital Banking,2025-08-07T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02363,CUST_8983,Chat,Cards,2025-09-25T00:00:00,Unable to reset password,Account_Access
CMP_02364,CUST_6940,Email,Digital Banking,2025-12-26T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02365,CUST_1928,Social Media,Retail Banking,2025-05-24T00:00:00,Features missing in mobile app,Mobile_App
CMP_02366,CUST_9320,Chat,Digital Banking,2025-12-08T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02367,CUST_2361,Email,Retail Banking,2025-09-06T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02368,CUST_4627,Social Media,Digital Banking,2025-12-07T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02369,CUST_8993,Social Media,Digital Banking,2025-11-07T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02370,CUST_1689,Social Media,Retail Banking,2025-10-30T00:00:00,2FA not working properly,Account_Access
CMP_02371,CUST_2924,Email,Home Loans,2025-10-25T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02372,CUST_7451,Social Media,Retail Banking,2025-06-27T00:00:00,2FA not working properly,Account_Access
CMP_02373,CUST_9564,Email,Digital Banking,2025-11-18T00:00:00,Features missing in mobile app,Mobile_App
CMP_02374,CUST_4539,Social Media,Cards,2025-01-13T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02375,CUST_5788,Chat,Retail Banking,2025-08-22T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02376,CUST_6636,Chat,Cards,2025-05-22T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02377,CUST_6316,Chat,Home Loans,2025-03-24T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02378,CUST_7575,Chat,Cards,2025-09-13T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02379,CUST_6763,Social Media,Cards,2025-06-12T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_02380,CUST_2481,Social Media,Digital Banking,2025-06-10T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02381,CUST_4050,Chat,Cards,2025-05-16T00:00:00,2FA not working properly,Account_Access
CMP_02382,CUST_6521,Chat,Home Loans,2025-03-23T00:00:00,App is very slow after latest update,Mobile_App
CMP_02383,CUST_1260,Email,Cards,2025-10-25T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02384,CUST_9818,Email,Digital Banking,2025-11-13T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02385,CUST_2529,Email,Digital Banking,2025-05-15T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02386,CUST_9729,Chat,Digital Banking,2025-03-10T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02387,CUST_5815,Social Media,Retail Banking,2025-06-15T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02388,CUST_1668,Email,Cards,2025-12-08T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02389,CUST_9101,Email,Cards,2025-05-06T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02390,CUST_4538,Email,Retail Banking,2025-06-01T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02391,CUST_8917,Chat,Digital Banking,2025-10-12T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_02392,CUST_7755,Email,Digital Banking,2025-11-18T00:00:00,Unable to reset password,Account_Access
CMP_02393,CUST_5284,Social Media,Home Loans,2025-05-15T00:00:00,2FA not working properly,Account_Access
CMP_02394,CUST_6972,Email,Home Loans,2025-10-04T00:00:00,App is very slow after latest update,Mobile_App
CMP_02395,CUST_3203,Chat,Cards,2025-10-03T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02396,CUST_2583,Social Media,Digital Banking,2025-10-02T00:00:00,Unable to reset password,Account_Access
CMP_02397,CUST_4732,Social Media,Home Loans,2025-12-26T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02398,CUST_8623,Chat,Retail Banking,2025-08-24T00:00:00,Unable to reset password,Account_Access
CMP_02399,CUST_9145,Social Media,Digital Banking,2025-02-03T00:00:00,2FA not working properly,Account_Access
CMP_02400,CUST_8347,Social Media,Retail Banking,2025-06-27T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_02401,CUST_2044,Social Media,Home Loans,2025-02-03T00:00:00,Unable to login to banking app,Mobile_App
CMP_02402,CUST_1451,Social Media,Digital Banking,2025-08-09T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02403,CUST_4525,Social Media,Digital Banking,2025-06-08T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02404,CUST_6415,Email,Digital Banking,2025-03-15T00:00:00,Login issues despite correct credentials,Account_Access
CMP_02405,CUST_1111,Social Media,Retail Banking,2025-12-31T00:00:00,Login issues despite correct credentials,Account_Access
CMP_02406,CUST_2163,Social Media,Retail Banking,2025-09-29T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02407,CUST_4188,Email,Cards,2025-04-03T00:00:00,Unable to login to banking app,Mobile_App
CMP_02408,CUST_2957,Chat,Retail Banking,2025-02-18T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02409,CUST_7677,Chat,Digital Banking,2025-03-12T00:00:00,Features missing in mobile app,Mobile_App
CMP_02410,CUST_2570,Chat,Home Loans,2025-04-01T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02411,CUST_9186,Email,Cards,2025-05-14T00:00:00,App is very slow after latest update,Mobile_App
CMP_02412,CUST_4713,Chat,Retail Banking,2025-06-23T00:00:00,Unable to login to banking app,Mobile_App
CMP_02413,CUST_9583,Chat,Retail Banking,2025-11-07T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02414,CUST_7113,Email,Cards,2025-01-01T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02415,CUST_1076,Chat,Digital Banking,2025-06-06T00:00:00,Account got locked without explanation,Account_Access
CMP_02416,CUST_2136,Email,Cards,2025-11-22T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_02417,CUST_3978,Social Media,Cards,2025-06-26T00:00:00,2FA not working properly,Account_Access
CMP_02418,CUST_7130,Social Media,Cards,2025-08-14T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02419,CUST_8292,Email,Retail Banking,2025-10-03T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02420,CUST_5774,Email,Home Loans,2025-12-16T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_02421,CUST_2633,Chat,Cards,2025-11-05T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02422,CUST_8449,Social Media,Digital Banking,2025-08-18T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02423,CUST_6543,Email,Home Loans,2025-03-14T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02424,CUST_4085,Chat,Retail Banking,2025-07-03T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02425,CUST_2618,Social Media,Retail Banking,2025-12-06T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02426,CUST_9951,Social Media,Cards,2025-05-25T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02427,CUST_8338,Email,Home Loans,2025-11-17T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02428,CUST_8129,Chat,Retail Banking,2025-09-09T00:00:00,Features missing in mobile app,Mobile_App
CMP_02429,CUST_2709,Chat,Digital Banking,2025-11-09T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02430,CUST_9152,Chat,Retail Banking,2025-09-28T00:00:00,App is very slow after latest update,Mobile_App
CMP_02431,CUST_2461,Chat,Cards,2025-11-25T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02432,CUST_9753,Email,Retail Banking,2025-06-05T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02433,CUST_6763,Social Media,Retail Banking,2025-12-17T00:00:00,Unable to login to banking app,Mobile_App
CMP_02434,CUST_9335,Chat,Retail Banking,2025-04-20T00:00:00,Unable to login to banking app,Mobile_App
CMP_02435,CUST_4042,Email,Home Loans,2025-02-07T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02436,CUST_4387,Social Media,Retail Banking,2025-01-24T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02437,CUST_2905,Chat,Retail Banking,2025-05-04T00:00:00,Unable to login to banking app,Mobile_App
CMP_02438,CUST_7388,Email,Home Loans,2025-07-25T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02439,CUST_3321,Social Media,Cards,2025-11-15T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02440,CUST_6074,Email,Home Loans,2025-07-29T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02441,CUST_7777,Chat,Home Loans,2025-04-08T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02442,CUST_1170,Social Media,Digital Banking,2025-01-22T00:00:00,App is very slow after latest update,Mobile_App
CMP_02443,CUST_4653,Email,Retail Banking,2025-03-01T00:00:00,Unable to login to banking app,Mobile_App
CMP_02444,CUST_2089,Email,Home Loans,2025-03-27T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02445,CUST_5666,Social Media,Home Loans,2025-05-26T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02446,CUST_2777,Email,Digital Banking,2025-04-14T00:00:00,Login issues despite correct credentials,Account_Access
CMP_02447,CUST_4289,Email,Retail Banking,2025-08-29T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02448,CUST_2825,Email,Retail Banking,2025-07-18T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02449,CUST_2104,Email,Digital Banking,2025-11-12T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_02450,CUST_3338,Chat,Retail Banking,2025-12-06T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02451,CUST_4447,Social Media,Home Loans,2025-01-23T00:00:00,Unable to reset password,Account_Access
CMP_02452,CUST_3502,Chat,Home Loans,2025-03-31T00:00:00,Account got locked without explanation,Account_Access
CMP_02453,CUST_4287,Social Media,Retail Banking,2025-07-20T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02454,CUST_5780,Social Media,Retail Banking,2025-04-26T00:00:00,Unable to login to banking app,Mobile_App
CMP_02455,CUST_6503,Social Media,Digital Banking,2025-01-13T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02456,CUST_5026,Social Media,Home Loans,2025-10-13T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02457,CUST_9964,Chat,Retail Banking,2025-02-27T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02458,CUST_9487,Social Media,Retail Banking,2025-11-13T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02459,CUST_7068,Email,Cards,2025-02-23T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02460,CUST_7245,Email,Retail Banking,2025-07-18T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_02461,CUST_4678,Social Media,Retail Banking,2025-10-16T00:00:00,Account got locked without explanation,Account_Access
CMP_02462,CUST_1324,Social Media,Digital Banking,2025-10-20T00:00:00,Account got locked without explanation,Account_Access
CMP_02463,CUST_7336,Chat,Cards,2025-12-16T00:00:00,App is very slow after latest update,Mobile_App
CMP_02464,CUST_6654,Social Media,Digital Banking,2025-09-03T00:00:00,App is very slow after latest update,Mobile_App
CMP_02465,CUST_9789,Chat,Cards,2025-03-15T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02466,CUST_7364,Chat,Cards,2025-07-08T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02467,CUST_5912,Email,Retail Banking,2025-08-24T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02468,CUST_7590,Email,Home Loans,2025-04-17T00:00:00,Unable to login to banking app,Mobile_App
CMP_02469,CUST_7844,Chat,Digital Banking,2025-08-16T00:00:00,Features missing in mobile app,Mobile_App
CMP_02470,CUST_6956,Chat,Home Loans,2025-12-07T00:00:00,Features missing in mobile app,Mobile_App
CMP_02471,CUST_9682,Email,Cards,2025-04-22T00:00:00,Unable to login to banking app,Mobile_App
CMP_02472,CUST_6954,Chat,Digital Banking,2025-07-11T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02473,CUST_7436,Email,Digital Banking,2025-02-25T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02474,CUST_5920,Social Media,Digital Banking,2025-01-27T00:00:00,2FA not working properly,Account_Access
CMP_02475,CUST_6532,Social Media,Cards,2025-12-04T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02476,CUST_3954,Chat,Retail Banking,2025-12-22T00:00:00,Features missing in mobile app,Mobile_App
CMP_02477,CUST_3823,Chat,Cards,2025-11-25T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02478,CUST_3468,Chat,Home Loans,2025-08-28T00:00:00,Unable to login to banking app,Mobile_App
CMP_02479,CUST_8973,Chat,Retail Banking,2025-12-13T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02480,CUST_2404,Email,Retail Banking,2025-01-28T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02481,CUST_6133,Chat,Cards,2025-03-19T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02482,CUST_2081,Chat,Home Loans,2025-10-26T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02483,CUST_6547,Social Media,Cards,2025-05-29T00:00:00,Features missing in mobile app,Mobile_App
CMP_02484,CUST_3618,Email,Cards,2025-08-01T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02485,CUST_3593,Social Media,Digital Banking,2025-12-25T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02486,CUST_2857,Social Media,Cards,2025-08-16T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02487,CUST_3221,Chat,Digital Banking,2025-07-14T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02488,CUST_1326,Social Media,Home Loans,2025-08-14T00:00:00,Unable to login to banking app,Mobile_App
CMP_02489,CUST_8329,Email,Digital Banking,2025-12-10T00:00:00,Unable to reset password,Account_Access
CMP_02490,CUST_6566,Email,Home Loans,2025-02-05T00:00:00,Login issues despite correct credentials,Account_Access
CMP_02491,CUST_5916,Social Media,Digital Banking,2025-03-18T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02492,CUST_6254,Chat,Retail Banking,2025-07-01T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02493,CUST_1261,Social Media,Digital Banking,2025-03-28T00:00:00,2FA not working properly,Account_Access
CMP_02494,CUST_4146,Social Media,Home Loans,2025-09-24T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02495,CUST_6219,Email,Retail Banking,2025-11-29T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02496,CUST_5310,Chat,Digital Banking,2025-06-22T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02497,CUST_8505,Social Media,Retail Banking,2025-06-20T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_02498,CUST_3140,Social Media,Retail Banking,2025-10-21T00:00:00,Account got locked without explanation,Account_Access
CMP_02499,CUST_7236,Email,Digital Banking,2025-07-14T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_02500,CUST_5428,Social Media,Digital Banking,2025-06-21T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02501,CUST_7671,Social Media,Home Loans,2025-03-09T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02502,CUST_4160,Chat,Home Loans,2025-05-17T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02503,CUST_2389,Social Media,Home Loans,2025-09-18T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02504,CUST_3105,Email,Cards,2025-02-08T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02505,CUST_2064,Email,Cards,2025-02-14T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02506,CUST_1220,Social Media,Home Loans,2025-11-13T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02507,CUST_8549,Social Media,Home Loans,2025-12-07T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02508,CUST_1920,Social Media,Cards,2025-04-13T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02509,CUST_2502,Social Media,Retail Banking,2025-01-02T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02510,CUST_4444,Email,Retail Banking,2025-07-18T00:00:00,Unable to login to banking app,Mobile_App
CMP_02511,CUST_8799,Email,Digital Banking,2025-11-06T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02512,CUST_5719,Social Media,Retail Banking,2025-08-15T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02513,CUST_2303,Email,Cards,2025-05-15T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_02514,CUST_3031,Social Media,Retail Banking,2025-04-07T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02515,CUST_4730,Email,Digital Banking,2025-11-22T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02516,CUST_7754,Social Media,Home Loans,2025-04-22T00:00:00,Login issues despite correct credentials,Account_Access
CMP_02517,CUST_6648,Social Media,Cards,2025-09-29T00:00:00,App is very slow after latest update,Mobile_App
CMP_02518,CUST_5611,Email,Retail Banking,2025-02-01T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_02519,CUST_6639,Social Media,Retail Banking,2025-11-14T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02520,CUST_8306,Email,Retail Banking,2025-06-13T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02521,CUST_2079,Social Media,Home Loans,2025-06-13T00:00:00,Login issues despite correct credentials,Account_Access
CMP_02522,CUST_8871,Chat,Digital Banking,2025-06-03T00:00:00,App is very slow after latest update,Mobile_App
CMP_02523,CUST_9944,Social Media,Cards,2025-04-27T00:00:00,App is very slow after latest update,Mobile_App
CMP_02524,CUST_1699,Social Media,Home Loans,2025-07-29T00:00:00,Unable to reset password,Account_Access
CMP_02525,CUST_6314,Chat,Digital Banking,2025-08-26T00:00:00,Features missing in mobile app,Mobile_App
CMP_02526,CUST_3327,Social Media,Digital Banking,2025-08-03T00:00:00,Unable to login to banking app,Mobile_App
CMP_02527,CUST_6189,Chat,Cards,2025-07-24T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02528,CUST_8116,Social Media,Cards,2025-03-19T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02529,CUST_4555,Email,Retail Banking,2025-07-20T00:00:00,Unable to reset password,Account_Access
CMP_02530,CUST_5438,Chat,Cards,2025-01-12T00:00:00,Unable to login to banking app,Mobile_App
CMP_02531,CUST_3593,Chat,Home Loans,2025-04-27T00:00:00,Features missing in mobile app,Mobile_App
CMP_02532,CUST_9177,Chat,Digital Banking,2025-03-23T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02533,CUST_6789,Email,Retail Banking,2025-06-15T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02534,CUST_3317,Email,Digital Banking,2025-04-21T00:00:00,App is very slow after latest update,Mobile_App
CMP_02535,CUST_1212,Chat,Cards,2025-06-23T00:00:00,Features missing in mobile app,Mobile_App
CMP_02536,CUST_2996,Social Media,Cards,2025-09-29T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02537,CUST_7117,Social Media,Cards,2025-07-09T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_02538,CUST_2034,Email,Digital Banking,2025-07-09T00:00:00,2FA not working properly,Account_Access
CMP_02539,CUST_4431,Chat,Cards,2025-06-10T00:00:00,Unable to login to banking app,Mobile_App
CMP_02540,CUST_6582,Social Media,Home Loans,2025-12-24T00:00:00,App is very slow after latest update,Mobile_App
CMP_02541,CUST_6272,Social Media,Cards,2025-12-29T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02542,CUST_5081,Chat,Digital Banking,2025-01-10T00:00:00,Unable to reset password,Account_Access
CMP_02543,CUST_7293,Email,Home Loans,2025-02-11T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02544,CUST_8580,Social Media,Home Loans,2025-02-04T00:00:00,2FA not working properly,Account_Access
CMP_02545,CUST_4165,Chat,Cards,2025-07-06T00:00:00,Features missing in mobile app,Mobile_App
CMP_02546,CUST_5040,Email,Retail Banking,2025-06-17T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02547,CUST_3394,Chat,Home Loans,2025-09-06T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02548,CUST_4083,Social Media,Retail Banking,2025-06-01T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02549,CUST_9577,Social Media,Home Loans,2025-05-08T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_02550,CUST_1178,Chat,Home Loans,2025-04-15T00:00:00,Features missing in mobile app,Mobile_App
CMP_02551,CUST_1414,Email,Digital Banking,2025-02-10T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02552,CUST_3418,Chat,Digital Banking,2025-10-12T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02553,CUST_6146,Email,Home Loans,2025-08-22T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02554,CUST_8427,Chat,Cards,2025-10-28T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02555,CUST_1277,Email,Retail Banking,2025-06-17T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02556,CUST_7042,Email,Home Loans,2025-07-12T00:00:00,2FA not working properly,Account_Access
CMP_02557,CUST_8114,Social Media,Home Loans,2025-07-22T00:00:00,Account got locked without explanation,Account_Access
CMP_02558,CUST_1565,Social Media,Home Loans,2025-06-15T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02559,CUST_9383,Email,Cards,2025-09-12T00:00:00,Account got locked without explanation,Account_Access
CMP_02560,CUST_3292,Email,Retail Banking,2025-09-25T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02561,CUST_2505,Chat,Home Loans,2025-06-23T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02562,CUST_6629,Email,Digital Banking,2025-07-25T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02563,CUST_9596,Chat,Digital Banking,2025-12-22T00:00:00,Account got locked without explanation,Account_Access
CMP_02564,CUST_4395,Chat,Cards,2025-03-01T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_02565,CUST_4920,Email,Retail Banking,2025-01-27T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02566,CUST_1694,Email,Cards,2025-04-30T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02567,CUST_9201,Chat,Home Loans,2025-07-18T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02568,CUST_9359,Chat,Digital Banking,2025-01-13T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02569,CUST_1657,Email,Retail Banking,2025-04-17T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02570,CUST_1117,Chat,Retail Banking,2025-10-25T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02571,CUST_7507,Email,Cards,2025-10-02T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02572,CUST_5352,Social Media,Home Loans,2025-09-19T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_02573,CUST_4302,Social Media,Home Loans,2025-06-21T00:00:00,Unable to login to banking app,Mobile_App
CMP_02574,CUST_5265,Chat,Retail Banking,2025-11-30T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02575,CUST_1472,Chat,Digital Banking,2025-04-15T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02576,CUST_1682,Chat,Retail Banking,2025-04-16T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_02577,CUST_4511,Social Media,Home Loans,2025-07-04T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02578,CUST_4765,Social Media,Home Loans,2025-04-22T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02579,CUST_6077,Email,Cards,2025-04-03T00:00:00,Account got locked without explanation,Account_Access
CMP_02580,CUST_9185,Social Media,Digital Banking,2025-06-17T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02581,CUST_3707,Chat,Digital Banking,2025-10-15T00:00:00,Features missing in mobile app,Mobile_App
CMP_02582,CUST_5071,Email,Retail Banking,2025-01-01T00:00:00,Login issues despite correct credentials,Account_Access
CMP_02583,CUST_1183,Chat,Retail Banking,2025-06-05T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02584,CUST_3613,Email,Retail Banking,2025-07-08T00:00:00,Features missing in mobile app,Mobile_App
CMP_02585,CUST_7933,Social Media,Home Loans,2025-02-08T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_02586,CUST_1366,Chat,Retail Banking,2025-03-03T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02587,CUST_5304,Chat,Cards,2025-03-03T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02588,CUST_3860,Email,Retail Banking,2025-02-14T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02589,CUST_5475,Chat,Retail Banking,2025-12-26T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02590,CUST_2036,Social Media,Cards,2025-04-21T00:00:00,2FA not working properly,Account_Access
CMP_02591,CUST_7183,Email,Retail Banking,2025-09-12T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_02592,CUST_7757,Email,Retail Banking,2025-10-23T00:00:00,Features missing in mobile app,Mobile_App
CMP_02593,CUST_5601,Social Media,Home Loans,2025-09-03T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02594,CUST_1399,Social Media,Home Loans,2025-04-07T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02595,CUST_1031,Social Media,Retail Banking,2025-10-16T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_02596,CUST_4793,Social Media,Retail Banking,2025-05-27T00:00:00,Features missing in mobile app,Mobile_App
CMP_02597,CUST_7017,Chat,Digital Banking,2025-10-06T00:00:00,Customer support took too long to respond,Service_Delay
CMP_02598,CUST_7082,Social Media,Cards,2025-06-14T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_02599,CUST_3850,Social Media,Digital Banking,2025-07-10T00:00:00,Service turnaround time is poor,Service_Delay
CMP_02600,CUST_5791,Email,Digital Banking,2025-12-12T00:00:00,App is very slow after latest update,Mobile_App
CMP_02601,CUST_6903,Chat,Retail Banking,2025-11-05T00:00:00,2FA not working properly,Account_Access
CMP_02602,CUST_6452,Chat,Digital Banking,2025-08-19T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02603,CUST_1700,Chat,Cards,2025-11-03T00:00:00,Unable to reset password,Account_Access
CMP_02604,CUST_3285,Email,Digital Banking,2025-02-11T00:00:00,Waiting days for a resolution,Service_Delay
CMP_02605,CUST_9214,Social Media,Retail Banking,2025-09-24T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_02606,CUST_5173,Social Media,Cards,2025-04-27T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_02607,CUST_2915,Chat,Home Loans,2025-10-08T00:00:00,Service turnaround time is poor,Service_Delay
